id,area,feature,user_story,expected_behaviour,code_evidence,status,automated_test_status,browser_test,initial_behaviour_status,post_fix_behaviour_status,test_result,errors,fix,last_tested_at
US-189,Findings,Evidence-derived finding confidence,As an analyst I understand why a finding has its confidence level,"Finding confidence incorporates KEV status, verdict-first detections, hunt artifacts, grounding, and corroboration; the stored confidence reason is rendered with the finding.",companion/src/analysis/confidence.ts; companion/src/analysis/findingGrounding.ts; companion/tests/analysis/confidence.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-190,False Positive Handling,Learned dismissal patterns,As an analyst I expect repeated dismissed patterns to lower confidence in future similar findings,"Reasoned finding/event dismissals create learned patterns, recurrence increments them, IOC-only or opaque markers are ignored, and synthesis receives the prior-pattern context.",companion/src/analysis/learnedPatterns.ts; companion/src/routes/findings.ts; companion/tests/server/learnedPatterns.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-191,Settings,Per-source trust scoring,As an analyst I adjust trust/noise weight for evidence sources,GET/PUT /cases/:id/source-trust returns defaults and sanitized per-case overrides; synthesis and relevance scoring use the effective map without corrupting source labels.,companion/src/analysis/sourceTrust.ts; companion/src/routes/findings.ts; companion/tests/server/sourceTrust.test.ts,passed,passed,workflows/settings.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/settings.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",The four-worker post-fix Chromium campaign saw one ECONNRESET from the local test server. The exact story and the two-worker campaign passed.,,2026-08-20T18:02:57.728Z
US-192,Hypotheses,On-demand falsification review,As an analyst I ask AI to challenge open hypotheses without silently changing their status,"POST /cases/:id/hypothesis-review returns sanitized advisory reviews tied to real evidence, spends no AI when none are open, returns 501 without a provider, and never mutates hypotheses automatically.",companion/src/analysis/hypothesis.ts; companion/src/routes/aiSynthesis.ts; companion/tests/server/hypothesisReview.test.ts,passed,passed,workflows/analysisActions.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/analysisActions.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-193,Evidence Import,Live Velociraptor import progress,As an analyst I see progress during a large Velociraptor import while the server remains responsive,"Large Velociraptor uploads and hunt-result responses are parsed in yielding streamed chunks with monotonic progress ending at the exact total, keeping the server responsive and producing the same events as synchronous parsing.",companion/src/analysis/velociraptorImport.ts; companion/src/composition/veloHunts.ts; companion/tests/analysis/velociraptorImport.test.ts,passed,passed,workflows/importOperations.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/importOperations.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-194,Graphs,Manual asset and IOC entity merging,As an analyst I merge duplicate graph entities and can undo the merge,Asset merge/unmerge routes preserve aliases and links; IOC merge/delete routes project duplicate indicators as one analyst-approved entity and restore them when the override is removed.,companion/src/routes/analysisGraph.ts; companion/src/analysis/assetOverrides.ts; companion/src/analysis/iocMerge.ts,passed,passed,workflows/graphs.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/graphs.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-195,Timeline,Server-backed starred events and saved starred report,"As an analyst I star events across the timeline and generate, edit, and save a report from them",The reserved starred tag is stored server-side and migrated from legacy local state; super-timeline starred=1 filters it; POST/GET/PUT /cases/:id/starred-report generates and persists Markdown without polluting the activity log.,companion/src/analysis/pipeline.ts; companion/src/routes/aiSynthesis.ts; companion/tests/server/starredReport.test.ts; companion/tests/server/starActivityLog.test.ts,passed,passed,workflows/finalSurfaces.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/finalSurfaces.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-196,AI Analysis,Summarize current dashboard view,As an analyst I ask AI to summarize exactly the events matching my current filters,"POST /cases/:id/view-summary validates posted filters, summarizes only matching events, returns 400 for an empty selection, and returns 501 when synthesis AI is unavailable.",companion/src/routes/aiSynthesis.ts; companion/tests/server/starredReport.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-197,Graphs,Interactive login graph,As an analyst I explore account-to-host logons and open the events behind an edge,"GET /cases/:id/login-graph returns capped nodes/edges from super-timeline logons; edge-events requires account and host, applies optional type/outcome filters, and returns the matching evidence.",companion/src/analysis/loginGraph.ts; companion/src/routes/analysisGraph.ts; companion/tests/server/loginGraph.test.ts,passed,passed,workflows/graphs.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/graphs.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-198,AI Analysis,Structured uncertainty ledger,"As an analyst I can distinguish facts, inferences, assumptions, and unresolved uncertainty","Synthesis stores and renders structured uncertainty entries tied to evidence, sanitizes unsupported references, and preserves uncertainty in reports instead of converting it into fact.",companion/src/analysis/uncertainty.ts; companion/tests/analysis/uncertainty.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-199,Graphs,Shared interactive graph controls,"As an analyst I can filter, lay out, dim, focus, and fullscreen the asset, evidence, and login graphs","The shared Cytoscape graph view supports consistent layout and filtering, time-bound asset/evidence graph filtering, kill-chain overlays, and correctly sized fullscreen canvases without overlapping side panels.",public/js/graph-view.js; public/dashboard.html; companion/tests/analysis/graphView.test.ts; companion/tests/reports/dashboardHtml.test.ts,passed,passed,workflows/graphs.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/graphs.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-200,Graphs,Ordered lateral-movement paths,"As an analyst I see ordered cross-host movement chains, dismiss a false chain, and restore it later",GET /cases/:id/lateral-paths infers bounded ordered paths with the carrying account; dismissal GET/POST/DELETE hides a stable chain key without deleting evidence and supports restoration.,companion/src/analysis/evidenceGraph.ts; companion/src/routes/analysisGraph.ts; companion/tests/server/lateralPathDismiss.test.ts,passed,passed,workflows/graphs.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/graphs.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-201,Reports,"Report version history, diff, and rollback",As an analyst I compare generated report versions and restore prior editable metadata,"Each distinct report generation records a version; GET /report-versions lists them, /diff compares findings/IOCs/timeline, and POST /:versionId/restore restores allowed editable content while rejecting unknown or traversal IDs.",companion/src/routes/reportVersions.ts; companion/src/reports/reportVersionStore.ts; companion/tests/server/reportVersionsRoutes.test.ts,passed,passed,workflows/reportExport.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/reportExport.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-202,Findings,Finding assignment and workflow status,As an analyst I assign a finding and move it through a review workflow,"GET /cases/:id/finding-workflow lists overrides; PATCH /findings/:findingId/workflow merges partial assignee/status updates, clears an empty record, persists it, and notifies connected dashboards.",companion/src/analysis/findingWorkflow.ts; companion/src/routes/findings.ts; companion/tests/server/findingWorkflow.test.ts,passed,passed,workflows/caseData.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/caseData.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-203,Findings,Export finding as Sigma draft,As an analyst I export a suitable finding as a reviewable Sigma rule draft,"The finding action creates a bounded non-match-all Sigma draft from structured evidence, rejects malformed draft conditions, downloads the result, and surfaces success or failure as a toast.",public/dashboard.html; public/dashboard.html; companion/tests/reports/dashboardHtml.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-204,Tags and Comments,Comment mentions and notifications,As an analyst I mention a teammate in a case comment and trigger configured notifications,A valid @handle in comment text dispatches one notification to opted-in channels; email/IOC text and trailing punctuation are not misparsed as mentions.,companion/src/analysis/comments.ts; companion/src/analysis/notifications.ts; companion/tests/analysis/notifications.test.ts; companion/tests/server.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-205,Export,Hashed redacted-export manifest,As an analyst I verify the integrity of files in a redacted evidence package,"The redacted ZIP includes export-manifest.json with hashes for exported files, alongside redaction notes, and excludes screenshots when screenshots=0.",companion/src/analysis/redactedExport.ts; companion/tests/analysis/redactedExport.test.ts; companion/tests/server/redactedExportRoute.test.ts,passed,passed,workflows/exports.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/exports.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-206,Threat Data,Rate-limit-aware enrichment retry,As an analyst I expect transient threat-intel throttling to retry safely instead of failing the whole enrichment,"Provider calls apply jittered bounded backoff for 429/transient responses, honor retry timing where available, and stop retrying non-transient failures.",companion/src/enrichment/provider.ts; companion/tests/enrichment/provider.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-207,AI Analysis,Per-model performance telemetry,As an operator I see which AI model handled each stage and how it performed,"synth-meta records per-model calls, duration, token use, retries, and failures; parse retries are attributed to the model and existing totals remain backward compatible.",companion/src/analysis/synthMeta.ts; companion/src/analysis/synthMeta.ts; companion/tests/analysis/modelPerf.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-208,Playbook,Task dependency graph,As an analyst I make one playbook task depend on another and see blocked state accurately,"dependsOn edges persist, cycles and deleted dependency IDs are rejected/removed, done or skipped tasks are not reported blocked, and dependency badges count only live tasks.",companion/src/analysis/playbook.ts; public/dashboard.html; companion/tests/analysis/playbook.test.ts,passed,passed,workflows/analysisActions.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/analysisActions.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-209,Threat Hunting,Run-to-run hunt diff,As an analyst I see what changed when I re-collect the same hunt,"A repeated hunt snapshot compares added, removed, and changed results against the prior baseline; recollecting the same hunt ID updates the baseline without losing the diff.",companion/src/analysis/huntRunDiff.ts; companion/src/analysis/huntRunSnapshotStore.ts; companion/tests/analysis/huntRunDiff.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-210,Timeline,Event relevance and low-signal chip,As an analyst I can distinguish low-signal events from corroborated investigative evidence,Pure relevance scoring considers distinct sources and evidence links; the timeline displays a low-signal chip without changing the stored forensic event or treating duplicate source names as corroboration.,companion/src/analysis/eventRelevance.ts; public/dashboard.html; companion/tests/analysis/eventRelevance.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-211,AI Providers,Codex CLI synthesis provider,As an analyst I use my ambient Codex CLI authentication for text synthesis,"The provider sends prompts over stdin, supports current and legacy JSON event schemas, resolves codex.cmd on Windows, reports model/status, and surfaces a missing or failed CLI without hanging.",companion/src/providers/codex.ts; companion/src/providers/codexRunner.ts; companion/tests/providers/codex.test.ts; companion/tests/providers/codexStatus.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-212,AI Providers,Claude Code CLI synthesis provider,As an analyst I use my Claude Code subscription authentication for text synthesis,"The provider runs Claude Code without an API key, exposes status/login diagnostics, reports the resolved model, continues max-token responses correctly, and fails fast on non-transient errors.",companion/src/providers/claudeCode.ts; companion/src/providers/claudeRunner.ts; companion/tests/providers/claudeCode.test.ts; companion/tests/providers/claudeCodeStatus.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-213,Diagnostics,Per-importer health breakdown,As an operator I see success/failure health for each evidence importer,"GET /diagnostics includes per-importer runs, successes, failures, and last error; successful custom-importer executions update their own health entry.",companion/src/analysis/diagnostics.ts; companion/tests/server/diagnostics.test.ts; companion/tests/server/importerRoutes.test.ts,passed,passed,workflows/caseData.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/caseData.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-214,Velociraptor,Triage-bundle time scope,As an analyst I preview and control which bundle artifacts receive the case time window,POST /velociraptor/bundles/:id/time-scope-preview reports scoped/full artifacts and degraded metadata; PUT /time-scope-param-names saves corrections; invalid ranges or unknown bundles are rejected.,companion/src/routes/velociraptor.ts; companion/tests/server/veloTimeScope.test.ts,passed,passed,workflows/velociraptor.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/velociraptor.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-215,AI Analysis,Deep-pass full-coverage review,As an analyst I run a batched review across a large multi-host case before final synthesis,"GET /deep-pass/preview reports the batch plan and severity floor; POST /deep-pass processes bounded batches, continues past an unusable batch, reports honest counts/progress, keeps the AI status pill accurate, and refuses an unsafe over-ceiling run with 400.",companion/src/analysis/deepPass.ts; companion/src/routes/aiSynthesis.ts; companion/tests/analysis/deepPassRun.test.ts; companion/tests/server/deepPassRoutes.test.ts,passed,passed,workflows/finalSurfaces.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/finalSurfaces.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-216,Dashboard,Contextual user-manual link,As an analyst I open the product documentation from the dashboard,"The dashboard help icon is keyboard-accessible, has an explanatory label/title, and opens the maintained online user manual in a new tab.",public/dashboard.html; companion/tests/reports/dashboardHtml.test.ts,passed,passed,workflows/finalSurfaces.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/finalSurfaces.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-217,Correlation,Cross-tool command-line correlation,As an analyst I see process executions from different tools correlated when they describe the same command,"Process-creation evidence normalizes command lines across sources, correlates matching executions without collapsing distinct commands, and preserves source attribution.",companion/src/analysis/correlate.ts; companion/tests/analysis/correlate.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-218,Second Opinion,Stable semantic delta decisions,As an analyst I keep second-opinion accept/reject decisions stable across regenerated wording,Second-opinion deltas use semantic keys so a wording-only rerun does not create a new undecided item; accepted/rejected decisions remain attached to the same underlying disagreement.,companion/src/analysis/semanticKey.ts; companion/src/analysis/secondOpinion.ts; companion/tests/analysis/semanticKey.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-219,Integrations,MISP forensic-timeline push,As an analyst I push bounded forensic timeline events with the case to MISP without creating duplicate events,"MISP export sends the configured bounded timeline slice, reuses the mapped event on repeated pushes, reports MISP's actual error, and clearly labels what will be sent.",companion/src/integrations/misp/mispPush.ts; companion/src/integrations/misp/mispPushClient.ts; companion/tests/integrations/misp.test.ts; companion/tests/integrations/mispPushClient.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-220,Case Management,Show archived cases control,As an analyst I toggle archived-case visibility with a compact accessible control,"The archived-case control uses an icon with accessible text/title, toggles the archived list without changing case status, and remains discoverable by keyboard.",public/dashboard.html; companion/tests/reports/dashboardHtml.test.ts,passed,passed,workflows/caseLifecycle.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/caseLifecycle.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-221,Timeline,Forensic timeline card layout,As an analyst I scan timeline events and their actions without clipped or crowded controls,"Forensic events render as bordered cards consistent with Findings/IOCs; timestamps, source/severity, and row action buttons remain on stable readable lines at supported viewport sizes.",public/dashboard.html; companion/tests/reports/dashboardHtml.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-222,Dashboard Panel,Bulk finding operations,As an analyst I use the bulk finding operations during an investigation,"Apply status, severity or other changes to a multi-selection of findings at once.",public/js/dashboard-bulk-findings.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-223,Dashboard Panel,Hunt query builders,As an analyst I use the hunt query builders during an investigation,Generates VQL / KQL / SPL / Sigma hunt queries from a selected finding or event.,public/js/dashboard-bulk-findings.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-224,Dashboard Panel,Case lifecycle controls,As an analyst I use the case lifecycle controls during an investigation,"Buttons that move a case between open, on hold, closed and archived states.",public/js/dashboard-case-lifecycle.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-225,Dashboard Panel,Collapsible / reorderable sections,As an analyst I use the collapsible / reorderable sections during an investigation,Each dashboard section can be collapsed and dragged to reorder; layout persists across reloads.,public/js/dashboard-collapsible.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-226,Dashboard Panel,Regulatory notification clocks,As an analyst I use the regulatory notification clocks during an investigation,Shows compliance deadline countdowns and lets the analyst set the breach discovery date.,public/js/dashboard-compliance.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-227,Dashboard Panel,Disk-space warning banner,As an analyst I use the disk-space warning banner during an investigation,Dismissible banner shown when the case volume is running low on disk space.,public/js/dashboard-disk-warning.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-228,Dashboard Panel,IOC facet filter menus,As an analyst I use the IOC facet filter menus during an investigation,"Filter menus for IOC type, exclude rules, source, origin and host, used by the IOC table and timeline.",public/js/dashboard-facet-filters.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-229,Dashboard Panel,Event-density heatmap,As an analyst I use the event-density heatmap during an investigation,Heatmap visualizing the density of timeline events over time.,public/js/dashboard-heatmap.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-230,Dashboard Panel,Import minimum-severity preference,As an analyst I use the import minimum-severity preference during an investigation,Sets the severity floor below which imported findings are dropped.,public/js/dashboard-import-severity.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-231,Dashboard Panel,Inline IOC quick-actions,As an analyst I use the inline IOC quick-actions during an investigation,Turns a detected value inside an event description into a clickable tray offering copy / mark-benign / mark-confirmed-malicious / suggest-hunt.,public/js/dashboard-ioc-quick-actions.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-232,Dashboard Panel,Merge-target case picker,As an analyst I use the merge-target case picker during an investigation,Picker for choosing which case to merge the current case into.,public/js/dashboard-merge-picker.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-233,Dashboard Panel,NSRL known-good hashes,As an analyst I use the NSRL known-good hashes during an investigation,Applies the global NSRL vendor-hash allow-list to a case so known-good files stop being reported as findings.,public/js/dashboard-nsrl.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-234,Dashboard Panel,Command palette action registry,As an analyst I use the command palette action registry during an investigation,Registers the actions the Ctrl+K command palette offers and jumps to the section an action belongs to.,public/js/dashboard-palette-registry.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-235,Dashboard Panel,Presidio approval panel,As an analyst I use the presidio approval panel during an investigation,"The approval panel lists each Presidio proposal for approve or suppress; clearing the final pending proposal removes the hold, refreshes the AI status, and automatically resumes the analysis that was waiting.",companion/src/routes/anonymization.ts; companion/src/analysis/presidioPending.ts; public/js/dashboard-presidio.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-236,Dashboard Panel,Attacker Sessions story view,As an analyst I use the attacker Sessions story view during an investigation,Groups timeline events into a collapsible attacker-session narrative.,public/js/dashboard-sessions.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-237,Dashboard Panel,Settings modal Essential/All toggle,As an analyst I use the settings modal Essential/All toggle during an investigation,"Switches the Settings modal between a simplified Essential view and the full All view, and supports deep-linking to a named tab.",public/js/dashboard-settings-modal.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-238,Dashboard Panel,Responsive toolbar overflow,As an analyst I use the responsive toolbar overflow during an investigation,Collapses the button toolbar into an overflow menu when the row will not fit the viewport width.,public/js/dashboard-toolbar-responsive.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-239,Dashboard Panel,Custom hover tooltip,As an analyst I use the custom hover tooltip during an investigation,Custom-styled hover card shown instead of the browser's native title-attribute tooltip.,public/js/dashboard-tooltip.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-240,Dashboard Panel,Screen-reader live announcements,As an analyst I use the screen-reader live announcements during an investigation,"Announces job completion, import failure, and AI-synthesis-complete events to assistive technology via ARIA live regions.",public/js/a11y/announcer.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-241,Dashboard Panel,Modal focus trap & Escape-to-close,As an analyst I use the modal focus trap & Escape-to-close during an investigation,"Every dashboard modal traps Tab focus inside it, closes on Escape, and restores focus to the triggering control on close.",public/js/a11y/modal.js,passed,passed,a11y/modal.spec.ts,passed,passed,"Passed mapped Chromium E2E (a11y/modal.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-242,Dashboard Panel,Accessible tooltip names,As an analyst I use the accessible tooltip names during an investigation,Gives controls that rely on the custom data-tip tooltip an accessible name for assistive technology.,public/js/a11y/tooltips.js,passed,passed,a11y/tooltips.spec.ts,passed,passed,"Passed mapped Chromium E2E (a11y/tooltips.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-243,Dashboard Panel,Mobile PWA offline shell,As an analyst I use the mobile PWA offline shell during an investigation,Service worker caches the mobile app shell so the mobile view is installable and launches offline; live case data itself is not cached by the SW.,public/sw.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-244,Dashboard Panel,Admin: case role management,As an analyst I use the admin: case role management during an investigation,Grants or changes a person's per-case role (reader / investigator / reviewer / administrator).,public/admin.html,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-245,Dashboard Panel,Admin: service identity tokens,As an analyst I use the admin: service identity tokens during an investigation,Creates case-scoped API tokens with selectable permissions and an optional expiry; the secret is shown once.,public/admin.html,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-246,Dashboard Panel,Admin: authentication audit log,As an analyst I use the admin: authentication audit log during an investigation,Global administrators view a table of authentication and authorization events.,public/admin.html,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-247,Dashboard Panel,Login: bootstrap first administrator,As an analyst I use the login: bootstrap first administrator during an investigation,"When no administrator exists yet, offers a form to create the first local administrator account, optionally gated by a bootstrap token.",public/login.html,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-248,Capture,Popup — Team service token field,As an analyst I use the team service token field during an investigation,Optional password-masked field for a case-scoped bearer token; stored only in the browser profile and sent as an Authorization header on companion requests,extension/src/popup.ts; extension/src/companionClient.ts,passed,passed,,passed,passed,"Passed extension suite (14 files, 218 tests), Chrome and Firefox builds, and companion contract coverage.",,,2026-08-20T18:02:57.728Z
